[-54, -57, -57, -57, -57, -61, -60, -60, -64, -64, -59, -59]
[-52, -57, -57, -57, -58, -56, -55, -55, -63, -63, -58, -58]
[-51, -53, -52, -52, -53, -58, -58, -58, -63, -63, -53, -53]
[-52, -52, -52, -52, -59, -60, -60, -60, -63, -63, -58, -59]
[-58, -57, -58, -58, -65, -59, -57, -59, -63, -63, -65, -65]
[-55, -57, -57, -57, -57, -59, -59, -59, -67, -67, -57, -57]
[-53, -54, -54, -54, -59, -63, -63, -63, -62, -62, -60, -59]
[-52, -52, -52, -52, -59, -59, -57, -60, -68, -68, -59, -59]
[-58, -61, -60, -61, -52, -63, -63, -63, -68, -68, -52, -52]
[-52, -52, -52, -52, -61, -54, -54, -54, -64, -64, -61, -61]
[-54, -54, -54, -54, -54, -58, -58, -58, -64, -64, -54, -54]
[-55, -54, -54, -55, -59, -60, -60, -60, -66, -66, -59, -59]
[-55, -65, -65, -65, -59, -68, -68, -69, -62, -62, -59, -59]
[-53, -54, -54, -54, -56, -62, -61, -62, -65, -65, -56, -56]
[-52, -55, -55, -55, -54, -59, -59, -59, -61, -62, -54, -54]
[-51, -52, -52, -52, -55, -62, -62, -62, -60, -60, -51, -51]
[-49, -49, -49, -49, -52, -62, -62, -62, -65, -65, -52, -52]
[-53, -55, -55, -55, -54, -58, -58, -58, -68, -68, -54, -54]
[-55, -59, -58, -59, -56, -60, -60, -60, -62, -61, -56, -56]
[-54, -58, -58, -58, -58, -62, -62, -62, -65, -65, -58, -58]
[-57, -57, -57, -57, -58, -58, -58, -59, -61, -61, -58, -58]
[-57, -58, -58, -58, -58, -64, -65, -64, -58, -58, -58, -58]
[-54, -54, -54, -54, -57, -61, -60, -61, -67, -67, -57, -56]
[-57, -57, -57, -57, -57, -65, -65, -65, -62, -63, -57, -57]
[-57, -58, -59, -58, -57, -60, -60, -60, -57, -57, -57, -56]
[-58, -57, -57, -57, -60, -60, -60, -60, -69, -69, -60, -60]
[-56, -58, -58, -58, -54, -61, -61, -61, -68, -68, -54, -54]
[-55, -54, -54, -55, -60, -59, -59, -59, -65, -65, -60, -60]
[-55, -56, -55, -56, -59, -58, -59, -59, -64, -64, -58, -59]
[-55, -54, -54, -54, -59, -67, -67, -67, -66, -66, -59, -59]
[-57, -58, -58, -58, -61, -70, -70, -70, -63, -63, -61, -62]
[-60, -60, -60, -61, -59, -62, -62, -62, -67, -67, -59, -59]
[-58, -58, -58, -59, -58, -62, -62, -62, -64, -63, -58, -58]
[-57, -63, -62, -62, -59, -62, -62, -62, -65, -65, -59, -59]
[-52, -57, -56, -56, -52, -62, -62, -62, -66, -66, -53, -53]
[-53, -56, -56, -56, -55, -59, -59, -59, -70, -70, -56, -55]
[-52, -52, -52, -52, -59, -59, -58, -59, -72, -72, -59, -59]
[-56, -57, -57, -57, -54, -61, -61, -61, -70, -70, -54, -54]
[-53, -53, -53, -53, -62, -58, -58, -58, -68, -68, -62, -62]
[-51, -57, -58, -57, -64, -58, -57, -58, -65, -64, -64, -64]
[-55, -55, -55, -55, -59, -64, -64, -64, -66, -66, -59, -59]
[-52, -56, -57, -57, -59, -66, -67, -66, -69, -69, -59, -59]
[-53, -53, -53, -53, -53, -62, -62, -62, -66, -66, -53, -53]
[-54, -58, -58, -58, -52, -64, -64, -64, -67, -67, -52, -52]
[-51, -54, -54, -53, -50, -57, -57, -57, -61, -61, -50, -50]
[-54, -55, -55, -55, -50, -57, -54, -54, -65, -65, -59, -59]
[-53, -54, -54, -54, -50, -58, -58, -58, -69, -68, -50, -50]
[-53, -53, -53, -53, -49, -59, -59, -59, -61, -61, -49, -49]
[-54, -59, -59, -59, -54, -54, -53, -54, -63, -63, -54, -54]
[-53, -53, -53, -53, -51, -62, -62, -62, -65, -66, -51, -51]
[-55, -56, -56, -56, -53, -62, -62, -62, -66, -66, -52, -53]
[-57, -57, -57, -57, -54, -65, -65, -65, -68, -68, -54, -54]
[-52, -52, -52, -52, -51, -65, -64, -65, -66, -66, -51, -51]
[-51, -51, -51, -51, -51, -65, -65, -65, -65, -65, -51, -51]
[-50, -50, -50, -50, -59, -57, -57, -57, -64, -64, -59, -58]
[-53, -56, -56, -56, -59, -58, -59, -58, -67, -67, -60, -60]
[-52, -52, -52, -52, -55, -58, -58, -58, -60, -60, -55, -55]
[-54, -55, -55, -55, -55, -63, -63, -63, -68, -68, -55, -55]
[-57, -59, -59, -59, -57, -58, -58, -57, -61, -61, -58, -58]
[-55, -60, -60, -60, -53, -55, -55, -55, -66, -66, -54, -53]
[-54, -54, -54, -54, -55, -56, -56, -56, -63, -64, -55, -55]
[-53, -53, -53, -53, -55, -58, -59, -58, -66, -66, -55, -54]
[-55, -55, -55, -55, -58, -58, -58, -57, -62, -63, -58, -58]
[-55, -57, -57, -57, -55, -58, -59, -59, -62, -62, -55, -55]
[-55, -56, -56, -56, -54, -58, -58, -58, -66, -66, -54, -54]
[-55, -55, -55, -55, -54, -58, -59, -58, -64, -64, -53, -53]
[-47, -48, -48, -48, -58, -57, -57, -56, -64, -64, -58, -56]
[-50, -54, -54, -54, -53, -56, -56, -56, -65, -65, -53, -53]
[-54, -55, -55, -55, -52, -54, -54, -54, -66, -66, -52, -52]
[-51, -52, -52, -52, -51, -52, -52, -52, -63, -63, -51, -50]
[-54, -55, -55, -55, -56, -59, -59, -59, -66, -66, -56, -56]
[-53, -53, -53, -53, -53, -63, -63, -63, -65, -65, -53, -52]
[-53, -53, -53, -53, -66, -56, -56, -56, -66, -66, -56, -56]
[-52, -61, -61, -61, -56, -54, -54, -54, -60, -60, -56, -56]
[-52, -53, -53, -53, -59, -59, -59, -59, -64, -64, -59, -59]
[-54, -53, -53, -53, -59, -56, -56, -56, -66, -66, -59, -59]
[-59, -59, -59, -59, -59, -58, -58, -58, -64, -64, -59, -59]
[-53, -53, -53, -53, -56, -59, -59, -59, -63, -62, -56, -56]
[-49, -49, -49, -49, -60, -63, -63, -63, -64, -64, -60, -60]
[-58, -62, -63, -62, -60, -58, -58, -58, -64, -64, -59, -60]
