[-75.0, -75.0, -76.0, -75.0, -81.0, -37.0, -37.0, -34.0, -71.0, -71.0, -83.0, -82.0]
[-72.0, -72.0, -72.0, -72.0, -85.0, -42.0, -42.0, -37.0, -76.0, -76.0, -85.0, -85.0]
[-77.0, -77.0, -77.0, -77.0, -85.0, -46.0, -46.0, -35.0, -75.0, -75.0, -85.0, -85.0]
[-73.0, -73.0, -73.0, -73.0, -85.0, -43.0, -43.0, -40.0, -75.0, -76.0, -85.0, -85.0]
[-76.0, -76.0, -77.0, -76.0, -85.0, -45.0, -45.0, -40.0, -79.0, -78.0, -85.0, -85.0]
[-76.0, -76.0, -77.0, -77.0, -85.0, -48.0, -48.0, -42.0, -79.0, -79.0, -85.0, -85.0]
[-78.0, -78.0, -77.0, -77.0, -85.0, -43.0, -43.0, -43.0, -76.0, -77.0, -85.0, -85.0]
[-74.0, -74.0, -74.0, -74.0, -83.0, -39.0, -39.0, -38.0, -77.0, -78.0, -83.0, -82.0]
[-72.0, -71.0, -72.0, -72.0, -76.0, -37.0, -37.0, -38.0, -77.0, -78.0, -76.0, -76.0]
[-75.0, -74.0, -74.0, -75.0, -76.0, -37.0, -38.0, -37.0, -71.0, -71.0, -76.0, -76.0]
[-74.0, -74.0, -74.0, -74.0, -76.0, -36.0, -36.0, -36.0, -73.0, -73.0, -76.0, -76.0]
[-70.0, -70.0, -70.0, -70.0, -76.0, -35.0, -35.0, -35.0, -73.0, -73.0, -76.0, -76.0]
[-78.0, -77.0, -78.0, -77.0, -76.0, -39.0, -39.0, -39.0, -75.0, -75.0, -76.0, -76.0]
[-74.0, -74.0, -74.0, -74.0, -76.0, -37.0, -37.0, -37.0, -77.0, -77.0, -76.0, -76.0]
[-72.0, -72.0, -72.0, -72.0, -76.0, -41.0, -41.0, -34.0, -77.0, -77.0, -76.0, -76.0]
[-71.0, -71.0, -72.0, -71.0, -76.0, -41.0, -40.0, -38.0, -74.0, -74.0, -76.0, -76.0]
[-71.0, -71.0, -70.0, -71.0, -76.0, -41.0, -41.0, -38.0, -71.0, -72.0, -76.0, -76.0]
[-77.0, -77.0, -76.0, -77.0, -76.0, -40.0, -41.0, -40.0, -76.0, -76.0, -76.0, -76.0]
[-77.0, -77.0, -76.0, -77.0, -76.0, -41.0, -41.0, -39.0, -74.0, -74.0, -76.0, -76.0]
[-73.0, -73.0, -73.0, -73.0, -76.0, -35.0, -35.0, -36.0, -74.0, -74.0, -76.0, -76.0]
[-71.0, -70.0, -71.0, -71.0, -76.0, -43.0, -43.0, -38.0, -73.0, -73.0, -76.0, -76.0]
[-75.0, -76.0, -76.0, -75.0, -76.0, -35.0, -36.0, -36.0, -78.0, -78.0, -76.0, -76.0]
[-75.0, -75.0, -75.0, -75.0, -76.0, -34.0, -34.0, -34.0, -76.0, -76.0, -76.0, -76.0]
[-75.0, -75.0, -75.0, -75.0, -76.0, -37.0, -38.0, -33.0, -80.0, -80.0, -76.0, -76.0]
[-70.0, -70.0, -70.0, -70.0, -76.0, -42.0, -42.0, -40.0, -76.0, -76.0, -76.0, -76.0]
[-70.0, -69.0, -70.0, -70.0, -76.0, -35.0, -35.0, -35.0, -81.0, -81.0, -76.0, -76.0]
[-73.0, -73.0, -73.0, -73.0, -76.0, -40.0, -40.0, -37.0, -75.0, -75.0, -76.0, -76.0]
[-69.0, -69.0, -69.0, -69.0, -76.0, -38.0, -37.0, -38.0, -74.0, -74.0, -76.0, -76.0]
[-74.0, -74.0, -74.0, -74.0, -76.0, -39.0, -39.0, -33.0, -74.0, -74.0, -76.0, -76.0]
[-77.0, -77.0, -76.0, -77.0, -76.0, -40.0, -40.0, -38.0, -73.0, -73.0, -76.0, -76.0]
[-73.0, -74.0, -73.0, -73.0, -76.0, -41.0, -41.0, -39.0, -70.0, -71.0, -76.0, -76.0]
[-71.0, -71.0, -71.0, -71.0, -76.0, -41.0, -40.0, -37.0, -69.0, -69.0, -76.0, -76.0]
[-71.0, -71.0, -71.0, -71.0, -76.0, -40.0, -40.0, -39.0, -73.0, -73.0, -76.0, -76.0]
[-71.0, -71.0, -71.0, -71.0, -76.0, -42.0, -42.0, -38.0, -71.0, -71.0, -76.0, -76.0]
[-67.0, -68.0, -67.0, -68.0, -76.0, -42.0, -41.0, -39.0, -69.0, -69.0, -76.0, -76.0]
[-74.0, -74.0, -74.0, -73.0, -76.0, -36.0, -36.0, -36.0, -70.0, -70.0, -76.0, -76.0]
[-71.0, -71.0, -71.0, -71.0, -76.0, -38.0, -38.0, -39.0, -79.0, -79.0, -76.0, -76.0]
[-67.0, -67.0, -67.0, -67.0, -76.0, -40.0, -40.0, -35.0, -73.0, -73.0, -76.0, -76.0]
[-71.0, -71.0, -71.0, -71.0, -76.0, -41.0, -41.0, -39.0, -72.0, -71.0, -76.0, -76.0]
[-71.0, -71.0, -71.0, -71.0, -76.0, -41.0, -41.0, -38.0, -71.0, -70.0, -76.0, -76.0]
[-76.0, -76.0, -76.0, -76.0, -76.0, -41.0, -41.0, -38.0, -74.0, -73.0, -76.0, -76.0]
